Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
1,1,2015-10-28,23-124,UTA,@,DET,L (-5),1,37:25,.500,.500,0.0,36.7,19.0,4.1,1.4,7.0,33.3,12.0,66,92,5.8,-0.4
2,2,2015-10-30,23-126,UTA,@,PHI,W (+28),1,31:32,.581,.500,20.8,16.5,18.6,9.7,0.0,22.2,12.7,11.3,135,73,15.2,8.7
3,3,2015-10-31,23-127,UTA,@,IND,W (+21),1,31:14,.666,.600,18.3,47.3,32.3,8.9,0.0,8.7,22.8,11.9,126,75,14.1,8.9
4,4,2015-11-04,23-131,UTA,,POR,L (-16),1,30:07,.581,.667,15.6,17.2,16.3,0.0,1.7,12.3,22.5,12.7,105,111,9.9,-0.3
5,5,2015-11-05,23-132,UTA,@,DEN,W (+12),1,34:48,.323,.250,12.0,39.4,25.1,8.1,0.0,8.0,7.5,18.0,86,87,8.9,-2.0
6,6,2015-11-07,23-134,UTA,,MEM,W (+10),1,35:53,.394,.375,6.7,22.7,15.8,9.9,1.4,7.4,31.1,16.7,69,78,5.5,-2.2
7,7,2015-11-10,23-137,UTA,@,CLE,L (-4),1,33:28,.638,.600,15.5,12.3,13.9,22.8,1.5,0.0,14.5,17.9,133,128,15.4,4.6
8,,2015-11-12,23-139,UTA,@,MIA,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,,2015-11-13,23-140,UTA,@,ORL,L (-9),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
10,8,2015-11-15,23-142,UTA,@,ATL,W (+1),1,37:52,.777,.750,10.9,26.7,19.1,10.8,2.9,7.0,36.1,14.0,114,99,13.7,4.7
11,9,2015-11-18,23-145,UTA,,TOR,W (+4),1,38:37,.717,.750,3.6,11.6,8.0,4.0,0.0,4.1,38.1,9.9,92,102,4.8,-2.0
12,10,2015-11-20,23-147,UTA,@,DAL,L (-9),1,35:58,.645,.500,15.2,24.6,19.5,4.1,3.1,2.4,13.9,9.0,141,110,12.4,5.0
13,11,2015-11-23,23-150,UTA,,OKC,L (-22),1,25:22,.727,.667,17.6,5.6,12.3,0.0,2.0,0.0,42.1,20.1,88,121,5.3,-6.9
14,12,2015-11-25,23-152,UTA,@,LAC,W (+11),1,37:57,.868,1.000,18.1,19.5,18.8,3.7,2.8,4.0,41.0,11.9,111,98,12.6,3.7
15,13,2015-11-28,23-155,UTA,,NOP,W (+14),1,31:46,.625,.600,7.0,44.2,25.2,0.0,1.6,11.6,12.2,11.7,121,85,12.1,3.9
16,14,2015-11-30,23-157,UTA,,GSW,L (-3),1,37:20,.564,.500,9.4,26.4,17.7,11.1,1.4,2.4,0.0,13.9,136,114,15.3,6.1
17,,2015-12-03,23-160,UTA,,ORL,L (-9),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
18,,2015-12-05,23-162,UTA,,IND,W (+3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
19,,2015-12-08,23-165,UTA,@,SAC,L (-8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
20,,2015-12-09,23-166,UTA,,NYK,W (+21),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
21,,2015-12-11,23-168,UTA,,OKC,L (-4),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
22,,2015-12-13,23-170,UTA,@,OKC,L (-6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
23,,2015-12-14,23-171,UTA,@,SAS,L (-37),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
24,,2015-12-16,23-173,UTA,,NOP,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,,2015-12-18,23-175,UTA,,DEN,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,,2015-12-21,23-178,UTA,,PHO,W (+21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,,2015-12-23,23-180,UTA,@,GSW,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,2015-12-26,23-183,UTA,,LAC,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,,2015-12-28,23-185,UTA,,PHI,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,,2015-12-30,23-187,UTA,@,MIN,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,,2015-12-31,23-188,UTA,,POR,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,,2016-01-02,23-190,UTA,,MEM,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,,2016-01-04,23-192,UTA,,HOU,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,,2016-01-06,23-194,UTA,@,SAS,L (-25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,15,2016-01-07,23-195,UTA,@,HOU,L (-9),0,15:04,.750,.750,8.0,17.7,12.6,0.0,0.0,0.0,0.0,12.2,152,117,4.9,-1.3
36,16,2016-01-09,23-197,UTA,,MIA,W (+15),1,28:29,.945,1.000,17.4,7.2,11.1,19.9,1.9,10.7,17.4,10.2,176,92,15.2,14.8
37,17,2016-01-10,23-198,UTA,@,LAL,W (+12),1,29:46,.767,1.000,0.0,14.7,9.4,6.2,1.9,7.1,23.5,14.6,114,83,8.4,1.9
38,18,2016-01-13,23-201,UTA,@,POR,L (-14),1,24:24,.196,.000,8.4,26.2,17.1,6.3,2.2,9.5,34.4,23.0,41,101,0.1,-13.7
39,19,2016-01-14,23-202,UTA,,SAC,L (-2),1,29:44,.333,.333,12.9,30.7,21.1,9.7,0.0,5.1,0.0,4.4,131,103,6.7,1.1
40,20,2016-01-16,23-204,UTA,,LAL,W (+27),1,30:25,.812,.750,20.2,36.6,29.9,0.0,0.0,11.8,8.3,18.9,164,76,23.5,12.4
41,21,2016-01-18,23-206,UTA,@,CHO,L (-5),1,43:24,.761,.857,6.9,35.9,18.9,18.6,1.3,4.4,9.8,11.1,151,111,18.6,6.8
42,22,2016-01-20,23-208,UTA,@,NYK,L (-7),1,42:22,.539,.500,3.1,23.0,12.8,0.0,1.4,3.4,8.9,12.6,110,123,8.4,-4.1
43,23,2016-01-22,23-210,UTA,@,BRK,W (+22),1,28:44,.500,.500,24.7,13.5,18.3,14.5,0.0,8.5,0.0,17.5,137,98,11.7,2.7
44,24,2016-01-25,23-213,UTA,,DET,L (-3),1,35:58,.723,.700,17.0,33.4,24.9,5.4,1.5,2.5,7.8,16.1,147,100,20.5,9.6
45,25,2016-01-27,23-215,UTA,,CHO,W (+29),1,29:31,.444,.400,4.4,41.6,24.4,4.4,0.0,11.3,30.7,16.3,72,76,5.1,-4.5
46,26,2016-01-29,23-217,UTA,,MIN,W (+13),1,31:16,.717,.750,21.9,25.0,23.6,10.0,3.6,4.7,17.0,18.8,135,95,17.2,7.9
47,27,2016-02-01,23-220,UTA,,CHI,W (+9),1,43:00,.592,.600,8.4,23.1,16.1,8.1,1.2,0.0,6.9,15.8,123,94,14.8,3.9
48,28,2016-02-03,23-222,UTA,,DEN,W (+4),1,29:42,.615,.625,4.0,16.6,10.2,6.5,1.9,3.1,0.0,16.3,131,92,11.1,7.0
49,29,2016-02-05,23-224,UTA,,MIL,W (+3),1,38:02,.856,.857,11.0,12.6,11.7,5.6,7.0,6.6,0.0,10.8,182,80,23.5,15.6
50,30,2016-02-06,23-225,UTA,@,PHO,W (+9),1,34:42,.529,.286,7.5,33.1,21.7,8.9,1.6,9.9,0.0,16.9,131,91,16.8,7.8
51,31,2016-02-09,23-228,UTA,@,DAL,W (+2),1,37:16,.810,.833,9.9,26.9,17.8,10.4,0.0,3.1,18.8,13.3,143,121,14.8,4.9
52,32,2016-02-10,23-229,UTA,@,NOP,L (-4),1,32:43,.798,.750,7.5,39.1,24.5,5.1,0.0,4.7,28.5,15.4,121,104,12.1,1.8
53,33,2016-02-18,23-237,UTA,@,WAS,L (-14),1,29:49,.617,.556,23.0,23.0,23.0,14.0,1.6,4.7,13.4,21.4,123,101,17.1,7.9
54,34,2016-02-19,23-238,UTA,,BOS,W (+18),1,33:03,.646,.800,12.8,34.2,25.6,9.3,0.0,10.4,37.0,19.2,92,91,11.2,1.6
55,35,2016-02-21,23-240,UTA,@,POR,L (-4),1,35:49,.359,.375,14.5,10.9,12.5,6.9,0.0,11.6,23.5,16.0,82,126,6.5,-5.5
56,36,2016-02-23,23-242,UTA,,HOU,W (+3),1,26:14,.210,.000,0.0,13.8,8.0,5.3,2.0,0.0,29.6,12.2,42,113,-1.5,-10.6
57,37,2016-02-25,23-244,UTA,,SAS,L (-18),1,36:57,.500,.500,6.8,14.4,10.5,0.0,0.0,2.1,20.0,13.9,85,115,4.5,-4.9
58,38,2016-02-27,23-246,UTA,,BRK,L (-2),1,35:24,.484,.500,17.9,40.7,27.7,0.0,1.3,11.8,24.4,18.4,88,86,14.5,2.1
59,39,2016-02-29,23-248,UTA,@,BOS,L (-5),1,33:35,.521,.375,14.0,20.8,17.3,4.2,1.5,0.0,8.0,15.2,119,104,11.5,-0.5
60,40,2016-03-02,23-250,UTA,@,TOR,L (-10),1,23:16,.551,.667,22.9,18.8,21.2,14.4,4.8,0.0,9.9,21.0,121,115,10.6,3.3
61,41,2016-03-04,23-252,UTA,@,MEM,L (-6),1,37:41,.691,.600,17.0,36.4,26.4,0.0,0.0,10.1,9.6,12.6,142,95,19.4,8.1
62,42,2016-03-05,23-253,UTA,@,NOP,W (+12),1,35:35,.363,.333,22.5,33.0,28.6,7.9,0.0,3.7,30.4,12.8,90,97,8.0,-3.7
63,43,2016-03-08,23-256,UTA,,ATL,L (-7),1,33:10,.615,.750,11.1,37.0,22.9,11.3,3.0,0.0,55.1,13.6,63,91,6.3,-2.1
64,44,2016-03-09,23-257,UTA,@,GSW,L (-21),1,30:03,.565,.500,29.0,30.2,29.6,5.5,1.7,3.0,0.0,11.5,147,120,14.7,3.7
65,45,2016-03-11,23-259,UTA,,WAS,W (+21),1,27:31,.664,1.000,0.0,43.6,27.0,14.4,0.0,6.2,18.1,9.5,129,93,9.1,7.8
66,46,2016-03-13,23-261,UTA,@,SAC,W (+9),1,22:16,.000,.000,0.0,39.2,20.8,11.1,0.0,0.0,34.0,11.8,23,106,-3.5,-14.9
67,47,2016-03-14,23-262,UTA,,CLE,W (+9),1,32:10,.563,.500,8.8,29.8,20.8,9.3,0.0,0.0,18.4,9.1,123,101,6.7,1.0
68,48,2016-03-17,23-265,UTA,,PHO,W (+34),1,30:12,.654,.667,18.9,33.6,27.1,0.0,0.0,8.5,22.5,13.1,118,67,12.5,3.3
69,49,2016-03-19,23-267,UTA,@,CHI,L (-7),1,27:09,.250,.250,7.7,24.6,15.1,5.3,2.1,2.9,20.0,8.7,70,106,3.9,-4.9
70,50,2016-03-20,23-268,UTA,@,MIL,W (+9),1,33:54,.685,.571,20.7,37.8,27.9,10.0,3.4,5.0,25.5,15.7,124,93,16.3,6.5
71,51,2016-03-23,23-271,UTA,@,HOU,W (+2),1,23:22,.143,.143,20.0,15.8,18.0,7.1,0.0,0.0,36.4,21.0,42,101,-2.9,-18.0
72,52,2016-03-24,23-272,UTA,@,OKC,L (-22),1,16:16,.532,.500,7.8,39.9,23.6,0.0,0.0,4.8,21.0,13.9,94,117,2.9,-5.2
73,53,2016-03-26,23-274,UTA,@,MIN,W (+9),1,31:28,.644,.667,7.8,29.2,19.5,0.0,0.0,10.4,43.6,10.7,81,84,7.1,-1.0
74,54,2016-03-28,23-276,UTA,,LAL,W (+48),1,27:57,.410,.375,16.0,50.5,34.7,16.8,0.0,5.3,0.0,16.1,130,70,13.1,5.2
75,55,2016-03-30,23-278,UTA,,GSW,L (-7),1,37:47,.468,.500,10.6,41.8,25.2,9.4,0.0,5.2,7.8,14.9,106,96,12.0,3.2
76,56,2016-04-01,23-280,UTA,,MIN,W (+13),1,35:54,.753,1.000,26.7,22.3,24.3,0.0,1.6,7.2,31.1,13.3,120,94,14.3,4.0
77,57,2016-04-03,23-282,UTA,@,PHO,W (+15),1,24:29,.676,.625,5.3,19.1,12.6,0.0,4.2,7.7,10.1,19.7,118,84,11.1,1.8
78,58,2016-04-05,23-284,UTA,,SAS,L (-2),1,33:22,.431,.000,13.1,25.8,20.0,9.0,1.7,5.2,46.3,13.3,75,98,4.6,-0.4
79,59,2016-04-08,23-287,UTA,,LAC,L (-3),1,24:28,.735,1.000,19.3,14.1,16.7,7.3,0.0,0.0,17.4,11.3,139,113,8.3,2.6
80,60,2016-04-10,23-289,UTA,@,DEN,W (+16),1,37:32,.676,.714,13.9,26.2,19.9,4.3,0.0,14.5,7.8,16.9,141,86,19.6,6.3
81,61,2016-04-11,23-290,UTA,,DAL,L (-9),1,11:48,.362,.000,28.4,29.1,28.7,23.2,0.0,0.0,0.0,11.8,137,115,4.9,4.9
82,,2016-04-13,23-292,UTA,@,LAL,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive